No,Text,Score,Sistem,Sentimen
604,tak sedikit yang merasa jenuh tapi tentu ada saja yang malah tak mau masa psbb berakhir mengapa demikian,-2,negatif,netral
605,kena psbb tidak bisa jalanjalan,0,netral,negatif
606,bnpb juni covid bisa turun asal warga patuh psbb,0,netral,netral
607,psbb pembebasan sosial besar besaran,0,positif,netral
608,dapat voucher fit tapi pas sekali sebelum psbb apakah dirumah saya tetap olahraga ya tidak,-1,negatif,netral
609,tolong kang emil untuk kab bandung tolong pantau secara serius jangan fokus di kecamatan yang di berlakukan psbb,-2,negatif,netral
610,yaampun psbb sayang,1,positif,netral
611,apalah daya daerah ku yang konon katanya psbb kenyataannya pada keluyuran,-1,negatif,negatif
612,pemerintah harus lebih memperhatikan lagi masyarakat yang terdampak corona dan psbb,-1,negatif,netral
613,psbb saja banyak yang protes banyak yang melanggar ini baru semi lockdown bagaimana kalau lockdown benaran,-2,negatif,negatif
614,aktivitas seharihari dapat dilakukan sesuasi protokol psbb,0,netral,netral
615,kan psbb bukan locdown jadi wajar kalau masih banyak yang keluar rumah dan jalan jalan,-5,negatif,netral
616,jangan dekat dekat lagi psbb,0,netral,netral
617,sayang data lama yang ada pakai buat penyalurannya ukm terdampak tak terdata jadi terkapar,1,positif,netral
618,siapa yang sudah rindu kuliah di kampus makan di canopy diskusi di perpus semoga wabah covid ini cepat berlalu,0,netral,netral
619,psbb tidak boleh lewat,0,positif,netral
620,psbb diam rumah,-1,negatif,netral
621,jangan lupa psbb,-1,negatif,netral
622,psbb atau tidak kok sudah mulai sama saja sih disini,0,netral,negatif
623,kota malang hari ini heboh dengan psbb yang katanya di mulai pada sabtu mei harus bagaimana lagi menyikapinya,0,netral,netral
624,alhamdulillah puasa malah makin berisi alhamdulillah eh pwt psbb gaksi mau kesana tapi taku tidak bisa keluar dari pwt,1,positif,netral
625,mobilnya unyil masa psbb cuma bisa orang kapan supir nyonya di belakang mosok yang lain di bagasi,-1,negatif,netral
626,psbb hanya untuk orang miskin yang berduit pada ngumpul depan resto fastfood,-1,negatif,negatif
627,ya tidak masalah makin lama orang pengin psbb ingin ini itu makin cepat saya melihat orang jarah jarahan,1,positif,negatif
628,positif thinking di depan ada polisi jadi menunduk biar tidak ketahuan melanggar aturan psbb,0,netral,netral
629,tidak boleh longgarin psbb tapi rakyat dikasih makan kalau pas pemilu orang gila saja suruh nyoblos,-1,netral,negatif
630,pelanggar psbb jakarta bakal pakai rompi oranye mirip tersangka kpk,0,netral,netral
631,bang di daerah saya sudah tidak seperti psbb mengerikan lah lihatnya tapi benar ya angkutan,0,netral,negatif
632,psbb di bogor sudah memasuki jilid iii bagaimana menurut anda,0,netral,netral
633,enak sih kalau dari kemarin pas ada kumpul di mcd sarinah dendanya bisa buat kasih sumbangan ke yang butuh sampai pandemi selesai,-1,negatif,positif
634,ingin vila aku malah diperpanjang psbb,0,netral,netral
635,bayangkan psbb sampai tahun atau sampai akhir tahun,-1,netral,netral
636,di pekanbaru tidak ada katakata gebruk psbb malahan ditambah untuk di tempat lainnya,0,netral,netral
637,setidaknya ada tiga indikator yang dapat diacu pemerintah sebelum melonggarkan psbb,0,netral,netral
638,penerapan psbb telah berhasil menurunkan jumlah angka kasus baru,0,netral,positif
639,jogja tidak psbb,0,netral,netral
640,ayo sahkan saja semuanya termasuk ruu cilaka mumpung rakyat lagi di psbb mumpung ada corona,0,netral,positif
641,apd masih harus di pakai tapi psbb sudah di longgar kan pak boleh tidak kami gantian wfh,-1,netral,negatif
642,lagi psbb hyung kalau kangen tolong putar balik besok kesini lagi,1,positif,netral
643,butuh beberapa untuk bisa trip lagi semenjak psbb jadi sulit,0,netral,negatif
644,psbb sob dilarang keluar sob,-1,netral,netral
645,membingungkan psbb dilonggarkan penanganan covid bisa ambyar,-2,negatif,negatif
646,mudah mudah an ini cuma prank pemerintah untuk mengurangi bosan gara gara psbb,-1,negatif,netral
647,gara gara wfh dan psbb saya jadi apa apa belanja online segala daging telur sayur buah minyak sabun skincare minuman,-1,negatif,netral
648,rakyat harusnya istana berpikirnya logis kurva melandai jika psbb diperketat,-1,negatif,negatif
649,ya karena jumlah test pcr di daerah psbb naik kalau mau tidak naik ya jangan ditest,-2,negatif,netral
650,operasional rumah singgah tunggu status psbb,0,netral,netral
651,ya memang lihat saja yang berisik tapi habis perpu diam berisik habis psbb implement terus tidak galak lagi,-1,negatif,negatif
652,besok saja katanya mulai sabtu psbb nya,0,netral,netral
653,jawabannya ini non jokowi bingung sudah psbb tapi yang postif corona bertambah netizen heran,0,netral,negatif
654,psbb hanya untuk orang yang tidak percaya diri dilan,0,netral,netral
655,ternyata psbb baru mau di terapin di pulang lah aku sudah mau dua bulan di rumah saja,-1,negatif,netral
656,lah memang psbb sudah mulai ya sudah mau dilonggarkan saja,0,netral,netral
657,inti psbb adalah ketaatan masyarakat melakukan psbb bali tanpa psbb tapi kuatnya desa adat,-1,netral,positif
658,saya kaget sudah psbb tapi masih naik terus yang positif mendingan dilonggarkan saja,0,netral,negatif
659,psbb pemerintah bikin bingung,-1,negatif,negatif
660,pemerintah ambigu rakyat bingung psbb kacau,-4,negatif,negatif
661,sekalian saja izinin kerja lagi toh pada tidak nurut sama psbb juga muak tidak sih hampir bulan masih begini begini saja mau sampai kapan,-1,negatif,negatif
662,psbb apaan orang masih banyak yang berkeliaran,0,netral,negatif
663,kurang piknik gegara psbb piknik di kamar saja bahagianya sampai mau mampus btw yang bisa editin boleh kali,-1,netral,negatif
664,psbb atau tidak sama saja sama sama masih ramai jalanan sama sama tidak ada yang gubris sama sama macet sama sama sama,-3,negatif,negatif
665,inilah bagian dari kebijakan paling dungu dalam usaha mencegah dari pemerintah,0,netral,negatif
666,sgc sudah kembali normalkah disetiap harinya pagi sampai sore orang orang berbelanja di sgc dan ramai apakah sudah,-1,negatif,netral
667,astagfirullah anak tetangga aing hari begini menangis jejeritan tidak tau jam istirahat orang apa ya psbb bikin stres,-3,negatif,negatif
668,habis psbb tetap tidak boleh mudik mampus,0,positif,netral
669,baru sadar ternyata pengumuman sanksi psbb kota bogor pakai style desainnya pubg berasa lagi battle royale lawan corona,-2,negatif,positif
670,negara lain bisa melonggarkan sistem lockdown ya karena sebelumnya mereka bisa mematuhi peraturan,0,netral,netral
671,saya meminta kepada semua kepala daerah untuk membuat aturan seperti perda peraturan daerah kepada pelanggar psbb,-1,negatif,positif
672,banyak orang shock secara ekonomi menghadapi efek psbb karena masih berpikir sebagai pencari rejeki,-1,negatif,negatif
673,sebagai warga negara yang baik kita tidak mengadakan lagi bukber guna mengikuti anjuran pemerintah untuk social distancing,0,positif,positif
674,astaga memang tidak boleh lagi psbb tapi kalau online tidak apa apa,0,positif,netral
675,psbb jilid next sampai jilid ke ya sepertinya,0,netral,netral
676,psbb jangan berkepanjangan kalau prosedur penangan covid sesuai who maka tidak akan kelar sih,0,netral,negatif
677,miris psbb hanya berlaku untuk rakyat kecil yang berduit mah bebas,-1,negatif,negatif
678,semua sudah diperkirakan dengan memainkan anggaran psbb sama sih abas,-1,negatif,negatif
679,kayanya di garut doang sudah psbb car free day,0,netral,negatif
680,papua dprd mimika dukung pemda lakukan psbb di tembagapura,0,netral,netral
681,walaupun saat ini masih dalam psbb dan harus pakai masker namun untuk pembayaran,0,netral,netral
682,pagi juga kadang ada kadang tidak psbb setengah hati ini bang,0,netral,netral
683,percaya sudah ini itu kue churos karena psbb jadinya tidak beli alat alat cuma pakai plastik lontong terus ujungnya digunting,-2,negatif,netral
684,belum sempat buka lapak lagi dalam psbb mbak,0,netral,netral
685,masih psbb jangan lepas masker tolong,-1,negatif,netral
686,keras kepala sekali anda sudah berapa kali ku bilang ini sedang psbb,-1,negatif,netral
687,bali tanpa psbb tapi dengan kuatnya desa adat lebih berhasil mengendalikan covid,0,netral,positif
688,boleh kok pulang ke kampung tapi ke kampung melayu kampung pulo kampung rambutan kampung dukuh,0,positif,netral
689,psbb pendapatan saya babak belur,0,netral,negatif
690,taati peraturan psbb,0,positif,positif
691,hari ini kembali saya lihat tka china masuk kembali bekerja sementara psbb baru akan mulai dilakukan kenapa begitu,0,netral,negatif
692,temukan pelanggar jam malam psbb tim satgas covid lakukan penertiban,1,positif,netral
693,warganya sudah siap berdamai damai dalam artian masih ada physical distancing dll psbb saja masih tidak tertib,4,positif,negatif
694,kayaknya kita psbb sudah pernah sayang belum berjodoh,1,positif,netral
695,semuanya pasti bosan dan lelah dengan psbb karantina apapun itu tapi percayalah kalau kita semua bisa dan patuh,-2,negatif,positif
696,kan psbb tidak boleh boncengan beda alamat,0,positif,netral
697,bingung saya mau mengomong apa disaat anda sangat peduli dengan wabah covid,-4,negatif,netral
698,mumpung psbb akhirnya jeritan abstrak di alas roban menjadi konkret,-1,netral,netral
699,itu sampai akhir juni ya lagi psbb begini tidak dapat jajan,-1,netral,negatif
700,masih mau longgarin psbb masjid dibuka,0,netral,netral
701,ada lagi psbb omong kosong gerakan apa lagi ini kesal kalau ada yang kontradiksi tapi benar begini,-5,negatif,negatif
702,semua dinaikkin saja pak presiden terus uangnya buat ramai ramai sudah pandemi belum hilang masih sempat nya naikin lagi,-1,negatif,negatif
703,semenjak psbb diberlakukan polisi menghimbau untuk semua warga tetap berada dirumah,-1,negatif,netral
704,next month kalau psbb selesai saya ke bandung semoga bisa ketemu kamu di sana,0,negatif,positif
705,sudah saya bilang lagi psbb saya suruh balik semua ke rumah masih,0,netral,netral
706,ini sih seharus nya pom bensin nya juga di psbb saja biar pada tidak punya bensin tidak keluar jeluar sudah,0,netral,netral
707,kalau psbb jakarta bakal diperpanjang lagi dan saya masih harus wfh sampai juni saya mau cat rambut,0,netral,netral
708,sama pengin kekosan tapi lagi psbb,0,netral,netral
709,imbauan pembatasan sosial berskala besar psbb sehingga membuat masyarakat banyak tinggal di rumah,-2,negatif,netral
710,kepala bnpb pelonggaran psbb harus hatihati dan tidak boleh terburuburu,-2,negatif,netral
711,info buat kita semua harap di perhatikan walaupun saat ini jabodetabek sedang psbb dan harus pakai masker,0,netral,netral
712,orang orang berbicara masalah mcd sarinah ngeri amat padahal belum tentu yang komentar itu hidupnya sudah selalu benar selama psbb,0,netral,netral
713,psbb tapi tidak ada yang jaga di cekpoin,0,netral,netral
714,jauh jauh mencari masker dari bekasi ke depok masa dengar berita psbb mau dilonggarin tunggu dulu bulan lagi nih jabodetabek,-3,negatif,negatif
715,memang tidak tau buktinya sampai sekarang dana covid belum turun padahal banyak warga yang terdampak akibat psbb,1,positif,negatif
716,psbb sebenarnya sangat efisien untuk mengurangi penularan covid jikalau masyarakat bisa saling bekerja sama untuk menaati aturan yang sudah dibuat pemerintah,-1,netral,positif
717,psbb useless,-1,netral,negatif
718,ke rumah aku tidak psbb,-1,negatif,netral
719,psbb tidak boleh bertemu,-1,netral,netral
720,kita sudah berusaha menerima damage sana sini hanya untuk psbb bagi daerah yang melaksanakan ya tapi sepertinya hampir semua daerah melaksanakannya meskipun dengan penyebutan istilah yang berbeda disesuaikan yang tidak maksimal dan sekarang kita mau dilepas bebas saja begitu,-1,netral,negatif
721,tidak semua saja di psbb,0,netral,netral
722,kemarin saja diadain psbb ngeluh karena toko tidak ada pemasukan tiba tiba belanja buat baju lebaran astaga,-1,negatif,negatif
723,psbb jadi gila,-1,negatif,negatif
724,datanya harus bagaimana terserah bapak asli yang penting tolong membenahi jakarta segera biar psbb cepat selesai,2,positif,positif
725,aku buzzer yang menanti pemberian sedekah dari para dermawan yang tidak terdampak karena psbb covid,1,positif,positif
726,kena psbb tidak,0,netral,netral
727,untuk persiapan psbb,1,positif,positif
728,kota rantau saya baru mau mulai psbb,0,netral,netral
729,yang hingga saat ini masih diterapkan dan diberlakukan hingga waktu yang belum ditentukanpenerapan psbb tersebut berlaku bagi seluruh kalangan namun ada pengecualian dalam peraturan psbb telah disbeutkan bahwa mereka yang diizinkan,0,netral,netral
730,karantina wilayah dan pembatasan wilayah dan sebagainya pemerintah indonesia sendiri juga telah mengambil kebijakan sendiri dengan mengeluarkan aturan pembatasan sosial berskala besar psbb,1,positif,positif
731,sesuai regulasi mudahmudahan psbb di daerah terlaksana makin baik efektif bermanfaat optimal memutus penyebaran penularan tertular covid meminimalisir positif covid odp pdp semoga di nkri covid segera mereda serentak,1,positif,positif
732,jangan sampai kena psbb tapi semua gang masuk diportal seperti dibatasi begitu jam berapa jam berapa,0,netral,netral
733,ikutan bingung kenapa psbb cuma buat penduduk lokal,-1,negatif,negatif
734,sudah tidak tau lagi mau mengomong apa lagi masa susah mencari duit iuran bpjs malah naik ada psbb tapi boleh keluar kota,-4,negatif,negatif
735,lama sekali psbb kemarin selama minggu diawal psbb yang saya lihat cuma baca jumlah korban naik berapa mati,-4,negatif,negatif
736,tidak kemana mana psbb,0,netral,netral
737,eh bentar dilihat nya cuma dari angka penularan doang padahal itu kan baru kedeteksi minggu lebih kalau misalnya mau valid harusnya melihat data minggu dari psbb berakhir,-1,netral,netral
738,coba tunjukkan pada saya mana negara yang berhasil psbb tidak ada kan,0,netral,netral
739,psbb tidak bisa diperpanjang lagi nih,0,netral,netral
740,cek kebenarannya kadang saya jadi curiga sama media ke bpjs ah besok atau kira web nya sajakan lagi psbb,-1,negatif,negatif
741,virus corona tidak menakutkan lagi kasihan keluarganya butuh makan bayar listrik akan lebaran ajaran baru butuh uang besar kasihanilah mereka bebaskan mereka psbb tidak efektif karena kebijakannya tidak sesuai sunnah rasulullah,-1,negatif,negatif
742,jaga posko psbb,0,netral,netral
743,wfh saya psbb,0,netral,netral
744,kena psbb tidak kalau tidak ya sini saya kirim,0,netral,netral
745,psbb diperpanjang sampai bulan kalau jabodetabek mau kendorkan psbb tidak boleh soalnya duit saya belum cair,-1,positif,negatif
746,tidak psbb,0,netral,netral
747,soalnya di indonesia psbb bukan lockdown,-1,negatif,netral
748,wah psbb jadi lama,0,netral,netral
749,psbb tapi lama lama kehidupan berangsur berjalan normal terutama ibukota benar sih orang orang no longer takut dengan covid lebih takut besok tidak bisa makan pemerintah tidak selamanya bisa memberi bansos warga yang berkecukupan juga selamanya bisa terus sodaqoh,1,positif,negatif
750,tau masalah mereka yang setuju melonggarkan psbb dan penerapan apa yang disebut herd immunity mereka punya bias parah seolah kematian tak akan mendekati mereka atau orang terdekat,-5,negatif,negatif
751,pemerintah dengan tegas menyatakan mudik tetap dilarang untuk mencegah penularan covid dengan tetap mengacu kepada protokol kesehatan,-1,netral,netral
752,psbb didaerah saya cuma berlaku hari pertama pas diumumin pas hari ketiga sudah langsung beraktivitas seperti biasa,1,positif,positif
753,ada psbb propinsi,0,netral,netral
754,kelamaan psbb,0,netral,netral
755,coba kebutuhan perlengkapan di rs rujukan covid di cek lagi yakin mereka tidak kekurangan karena kalau psbb diberhentikan yang bertugas di rumah sakit juga harus dijamin keselamatannya masa masker aja sampe reused,-1,negatif,negatif
756,listrik naik bbm belum turun tarif bpjs mau naik psbb malah mau diperpanjang tapi yang saya heran diawal selama psbb harusnya diselesaian itu masalah corona rapid semua masyarakatnya,-2,negatif,negatif
757,psbb di jakarta sudah berjalan dengan baik tapi diacak acak oleh manusia yang sirik dan julid sehingga ada aturan yang tumpang tindih membingunkan warga biar ada kesan anies yang salah,-3,negatif,negatif
758,sudah benar kalau tidak tegas karena psbb itu kan pembatasan skala basa basi,-1,negatif,negatif
759,jangan terlalu terjebak dengan tahun kebawah boleh bekerja kembali atau mei psbb tidak diperpanjang,0,positif,negatif
760,masih mau dikendorin psbb,0,netral,netral
761,psbb diperpanjang tapi kantor kami memberhentikan wfh,-1,negatif,negatif
762,apa bedanya ibadah dengan mereka yang melanggar sama pakai protokol covid,-1,negatif,negatif
763,psbb udahan saya rindu cewek di sekolah,0,netral,netral
764,psbb atau tidak belanja tetap bisa,0,netral,netral
765,tampaknya msd mau jadi pahlawan dengan membuat dirinya seakanakan sebagai playing victim dia sengaja ulur ulur pemeriksaan dengan alasan psbb alasan yang mengada ada,-1,positif,negatif
766,anda harus tau teman saya benar benar berkurung di rumah pas dia keluar pertama kali dia teriak mana woy psbb,0,netral,netral
767,selama psbb baru kali ini keluar rumah pakai motor karena mesti ke pasar gila dimana mana macet parah bagaimana bisa jaga jarak,-4,negatif,negatif
768,efek psbb menonton youtube sampai tamat,0,netral,netral
769,jauh sebelum ada psbb aku juga sering menonton sendirian dalam bioskop pada last show,-1,negatif,netral
770,nanti psbb akan diklarifikasi oleh sang mentri,0,netral,netral
771,bali hebat paling banyak orang asing paling sedikit korban tanpa psbb lagi suruh belajar ke bali,-2,negatif,negatif
772,pelanggar psbb wajib diberi sanksi sosial kata mendagri,0,positif,positif
773,beraktvitas apa dulu di saat psbb masih berlangsung ada intruksi beraktifitas,0,netral,netral
774,apa kira kira psbb ditinjau ulang saja tambah bingung lagi,-2,negatif,negatif
775,saya mau sudah psbb dibioskop menonton sendiri tidak apa apa,0,netral,netral
776,biasa nya kalau sudah tinggal mendekati lebaran pas lihat tv berita pasti semua tentang mudik sudah mulai ramai sekarang liat tv berita tidak jauh dari korban corona kalau tidak pelarutan psbb,-6,negatif,negatif
777,psbb jakarta tidak ada gunanya hanya bikin miskin dan lapar warga cuma bikin enak pns makan,-2,negatif,negatif
778,tak ada psbb di bali padahal di situ banyak turis asing tapi penyebaran virus corona vc tak sedahsyat di jakarta,-2,negatif,negatif
779,susah juga cari makan jam segini pas lagi puasaan psbb,-2,negatif,negatif
780,lagi psbb,0,netral,netral
781,alhamdulillah psbb tidak usah mudik biar tidak ditanyain kapan nikah terus,1,positif,positif
782,semakin lama psbb saya semakin wibu,0,netral,netral
783,kan masih psbb tidak jelas,0,netral,negatif
784,akibat pejabatnya terapkan psbb semua pedagang kaki lima di gusur jual masker juga digusur,0,netral,netral
785,lifehack nowadays for mudikers selama psbb masih berlangsung no debat,0,netral,netral
786,psbb belum diterapkan,0,netral,netral
787,nope keputusan itu ada ditangan pemerintah negara bagian federal bisa membantu perduitannya mirip psbb daerah yang mengajukannya untuk disetujui pusat atau tidak eksekusinya tetap di pemda,-1,negatif,negatif
788,coba tidak ada psbb begini hari saya sudah di warung kopi mesen es teh manis gelas,1,positif,netral
789,psbb jangan cuma di jalanan tapi di kantor atau pabrik,-1,negatif,negatif
790,di batu banyak yang bukber dengan santai apa itu covid apa itu psbb,0,netral,netral
791,relaksasi psbb bisa menimbulkan wabah virus corona gelombang kedua katanya memangnya yang gelombang pertama sudah selesai,-1,negatif,negatif
792,psbb tidak jelas aturan hukum dengan nama baru untuk ngakalin amanat karantina wilayah,-1,netral,negatif
793,kasih juga teguran sama pemda yang kalau dalam pelaksanaan psbb tidak becus,-1,netral,negatif
794,psbb di surabaya tidak fungsi sama sekali kasian itu yang pada dirumahkan tidak bisa kerja cicilan jalan terus,-2,negatif,negatif
795,jika suatu daerah mampu tanpa psbb silakan saja tapi terlalu beresiko tapi utamakan keamanan warga bapak,1,positif,positif
796,bingung sepertinya kemarin baca berita jokowi bilang daerah tidak boleh buru buru melepas status psbb aneh,-4,negatif,negatif
797,longgarkan psbb bukan artinya tka cina bebas masuk  tutup semua penerbangan dari ke luar negeri,-1,negatif,negatif
798,hubungannya transportasi sama psbb apaan,0,netral,netral
799,palembang sudah psbb,0,netral,netral
800,tidak diganggu pemudik berarti mudiknya tetap tidak boleh ya walaupun satu wilayah jawa barat,1,positif,positif
801,tidak tau kita jadi pelonggaran psbb apa tidak sudah malas baca berita hari ini sih ini mengomong begitu besok itu ngomong nganu bingung,-5,negatif,negatif
802,ini melanggar check point psbb,-1,negatif,negatif
803,sudah mana melanggar psbb terus tidak pakai masker jalannya jauh lagi,-3,negatif,negatif
804,apa yang kamu akan lakukan jika psbb ini disertai kerusakan signal yang menyebabkan internet mati,-2,negatif,netral
805,gabut lagi psbb,0,netral,netral
806,bagaimana jaga psbb saja office hour istirahat jam,-1,negatif,netral
807,shift on off sudah dari awal psbb sampai tidak tau kapan seminggu masuk dua kali atau tiga kali,0,netral,netral
808,yang aku lihat dan aku rasakan ada psbb atau tidak ada psbb tidak ada bedanya,0,netral,netral
809,ya psbb pun tetap ramai kerumunan sore hari cari untuk berbuka saya dirumahkan saja sudah bulan,-3,negatif,negatif
810,psbb palembang dimulai,0,netral,netral
811,sekelompok orang yang cara mikirnya beda sama konsep psbb yang bertingkah yang dibilang bikin drama mcd,-1,negatif,negatif
812,yang aku sebenarnya masih tidak mengerti dari negeri ini adalah kenapa psbb baru boleh diterapin kalau yang positif sudah banyak kenapa tidak sebelum itu saja bukannya mencegak lebih baik dari mengobari,0,positif,negatif
813,manusia satu ini tak melihat persoalan rakyatnya yang sedang dirundung masalah mulai dari phk ekonomi hancur bbm belum turun walau mintak dunia sudah turun sekarang tersandera akibat psbb dan rezim dengan diktatornya iuran bpjs koplak,-2,negatif,negatif
814,pak presiden psbb karena corona saja kita pada kena phk buat makan saja kita susah ini bpjs naik ya allah,-2,negatif,negatif
815,tanggal masih masuk bodo amat selesai psbb langsung balik rumah pokoknya,0,negatif,negatif
816,kira kira lebih pilih mementingkan korbankan urusan perut atau korbankan urusan nyawa dalam menyikapi pelonggaran psbb ini,-3,negatif,negatif
817,psbb bodebek hari ke tertular baru jadi orang,0,netral,netral
818,semoga bukan hanya mengurangi virus corona tapi bisa memutus penyebarannya dan akhirnya malang raya dari penyebaran wabah,-5,negatif,negatif
819,logika yang dipakai pemerintah mah terbalik psbb dilonggarkan dengan harapan kurva turun pakai strategi harapan padahal harapan itu bukan strategi,0,netral,netral
820,ya itu namanya framing pembaca digiring untuk mempercayai judulnya padahal isinya perintah agar kepala daerah saling mempelajari kenapa kondisinya daerahnya flukluatif baik yang psbb atau tidak tapi yang didengungkan di medsos adalah kata bingung,-5,negatif,negatif
821,psbb jabar sampai mei aku ingin keluar,0,netral,netral
822,wfh diperpanjang karena psbb jabar belum kelar saya sudah mager sekali mantengin komputer,0,netral,netral
823,psbb tidak boleh ramai,-1,netral,netral
824,psbb tapi perlakuan seperti lockdown resiko kalau hidup di negara miskin banyak hutang,-1,netral,negatif
825,terlebih saat ini pemerintah telah menetapkan sejumlah wilayah diberlakukan pembatasan sosial berskala besar psbb,0,positif,positif
826,psbb palembang ojol dilarang menarik penumpang,0,positif,netral
827,masih tetap mengingatkan psbb,0,netral,netral
828,pelaksanaan psbb serta penindakan lokasi pasar tanah abang,-2,negatif,netral
829,main main sudah ke jaktim daerah kalimalang pada bambu rawamangun cawang otista kp melayu tidak ada psbb,-2,negatif,netral
830,jika tidak ada perubahan psbb akan diberlakukan mulai sabtu mei selama hari,-1,negatif,negatif
831,cibubur ramai sekali today masih psbb tidak sih ini tidak seperti,-1,negatif,negatif
832,jangan salahkan bupati jika kena covid psbb belum dimulai sudah cuci tangan duluan,0,netral,negatif
833,tidak boleh lagi psbb,0,positif,netral
834,sabar menunggu psbb langsung jalan,0,netral,netral
835,selama psbb seluruh kegiatan masyarakat di luar rumah akan dibatasi untuk memutuskan rantai penularan covid,-3,negatif,netral
836,pelanggaran aturan psbb terjadi di jakarta,0,netral,netral
837,dirimu telat pak meresmikan psbb,-1,negatif,negatif
838,corona di jabar diklaim menurun ridwan kamil sinyalkan pelonggaran psbb,1,netral,positif
839,keluarga saya di perum narogong kota bekasi positive dan dirawat di rumah sakit karena covid tiap hari malah makin bertambah apa masih efektif penerapa psbb,-2,negatif,negatif
840,jakarta gubernurnya cuma berkoar ke media,0,netral,negatif
841,sudah sejak grombol di sarinah itu saya makin enek terserah sudah kebijakan apa yang dibikin pemerintah intinya hanya memberatkan menengah kebawah kenapa tidak dibubarin ngeluarin psbb biar kelihatan kerja saja begitu,0,netral,negatif
842,dampak wabah virus corona sangat dirasakan bagi kusir delman atau dokar yang tak dapat bekerja lantaran tidak adannya warga yang menaiki delmannya karena psbb ini membuat kondisi kuta kuda delman terlihat memprihatinkan,-4,negatif,negatif
843,masih psbb,0,netral,netral
844,kesal maksimal asli penanganannya super duper buruk psbb sampah terus selama ini saya n keluarga bulan di rumah itu apa pegawai pemerintah itu bejibun tolol banget kesal kaya tidak ada kerjanya,-4,negatif,negatif
845,ayo warga kurang mampu yang kebutuhan makan tidak tercukupi kalian boleh langgar psbb lalu bisa makan sepuasnya di dapur umum,-2,negatif,negatif
846,tidak boleh kak psbb tutup jam indormaretnya,0,positif,netral
847,sebel setelah psbb,-1,netral,negatif
848,padahal sama psbb pada girang sekali padahal itungannya mengasih power sama yang berseragam,-1,netral,negatif
849,indonesia perpanjang psbb perpanjang yang nantinya akan diperpanjang dan dipanjang panjangin lagi,0,netral,netral
850,sama gara gara psbb jadi lebaran di rumah saja sedih,-2,negatif,negatif
851,di bali ini sudah mau ada pkm tanggal mei ini semacam psbb dengan kearifan lokal luar biasa,1,netral,positif
852,sedih seperlunya saja seperti apa sudah ada diberita juga masih akan ada kemungkinan buka lagi dan tidak harus mengorbankan kumpul di masa psbb ini yang punya memories tidak situ saja,-3,negatif,negatif
853,dompet psbb menangis,-1,netral,negatif
854,aku juga tidak setuju karena konteksnya psbb kalau misalnya ini tongkrongan ada tertibkan dengan cara itu tapi konteksnya bukan psbb saya sudah pasti kontra,-2,negatif,negatif
855,labelnya harus tetap psbb pak menghindari kewajiban teknisnya boleh saja sama dengan karantina wilayah atau karantina rumah,-1,netral,netral
856,walau psbb aku duduk di depan karena mama aku bilang tidak mau di bilang supir kalau aku duduk di belakang,0,netral,netral
857,pelonggaran psbb bikin investor khawatir ihsg tertekan,-1,negatif,negatif
858,pidatonya saja terlihat bagus di lapangan amburadul psbb cuma dijadikan isu politik warga dibiarkan mati,-1,negatif,negatif
859,evaluasi psbb pengetatan atau pelonggaran,-1,negatif,netral
860,buru psbb selesai aku ingin pulang,0,negatif,netral
861,pak jokowi saja bingung apalagi rakyat yambah bingung apa yang dilakukan pemerintah kalau pelaksanaan psbb seperti yang saat ini dilakukan mohon maaf jangan harapkan akan ada hasil yang signifikan memutus penyebaran corona jauh dari yang diharapkan,-4,negatif,negatif
862,ada bisnis apa di balik psbb kesan maksa sekali pengin psbb seperti yang lainnya padahal disini status nya tidak jelas kalau dari kemarin psbb saya terima terima saja ini pandemi sudah mau berakhir dia baru mulai psbb sumpah basi sekali,0,positif,negatif
863,skripsi susah sekali jalan karena lagi psbb,-2,negatif,negatif
864,psbb itu hanya akal pemerintah untuk menghindari undanng undang nomor tahun pasal alias pemerintah tidak mau lakukan lockdown tanpa ada lockdown maka otomatis yang berjalan adalah herd immunity,-3,negatif,negatif
865,jadi ingin bertanya minggu depan psbb jakarta sudah kelar bakalan diperpanjang lagi apa tidak,0,netral,netral
866,psbb bullshit anjing,-1,negatif,negatif
867,she that good beliau mengkritik tapi tetap setuju dengan psbb ketimbang lockdown,0,negatif,positif
868,psbb sampai akhir tahun harusnya,-1,netral,netral
869,bayangkan semua warga ibukota keluar semua merayakan berakhirnya psbb,-1,netral,netral
870,setelah psbb ini selesai nanti mau baku hantam saja sudah,0,negatif,negatif
871,maklum pak lagi psbb semua gang di portal dulu harus muter balik,1,positif,netral
872,apa psbb hanya untuk rakyat menengah ke bawah dan sembako untuk kalian yang bermobil mewah kami juga manusia kapten,0,netral,netral
873,tidak boleh nongkrong ingat psbb,0,positif,netral
874,ini psbb benaran sudah tidak seperti psbb masih ada yang boncengan mesra terus habis baca kampung kena covid di duga cluster sampoerna terus kata teman memang warganya masih suka nyangkruk percuma saja kitanya mengisolasi diri tapi kelaluan masih gitu,-2,negatif,negatif
875,ngapain upload foto lagi di jalan terus captionnya sudah psbb masih macet anda  salah satu yang bikin macet mengapai anda di jalan,-3,negatif,negatif
876,psbb petugasnya ngopi udud sambil naro plang dipinggir jalan bertuliskan checkpoint tanpa adanya yang dicek orang lewat cuek saja,-1,negatif,negatif
877,psbb tidak bisa antri makanan disuruh masak sendiri,0,netral,netral
